case_id,track_id,frame_id,timestamp_ms,agent_type,track_to_predict,interesting_agent,x1,y1,psi_rad1,x2,y2,psi_rad2,x3,y3,psi_rad3,x4,y4,psi_rad4,x5,y5,psi_rad5,x6,y6,psi_rad6
1.0,1,11,1100,car,1.0,0.0,1095.6314686766666,957.4787128968286,-5.214412967378006,1099.854409043392,950.3294504199274,-0.6296964574873982,1100.083438678382,963.0829428272257,-17.876767730984717,1072.8848294117324,974.0174828939847,3.770324175454288,1074.7606958556787,951.0811726728405,-11.963415345777927,1089.1553794531198,972.6429887534448,-7.587634176575598
1.0,1,12,1200,car,1.0,0.0,1070.6996386450683,969.8976731713468,-2.0288766400275096,1075.4975505995105,957.7687825149624,-5.272894442846751,1088.9356879550019,945.1196438233154,3.569308372192345,1071.447719865812,953.5149784924273,-6.483371453884618,1080.7290951476157,956.769246994801,-3.384734855637043,1074.6558049557545,973.9506801373037,-16.810224960259443
1.0,1,13,1300,car,1.0,0.0,1073.048999994484,955.7041632043688,8.579372381391554,1082.9652539096426,945.7058584539166,-2.679008330986803,1072.2949086667666,966.7473099931518,10.073439536978125,1070.9327803546446,969.8580986753086,11.216466110100107,1081.8477329282507,952.3715848396497,-3.414292204496049,1074.6398167595562,950.3621264119138,-15.22046447072977
1.0,1,14,1400,car,1.0,0.0,1074.963323804757,967.5508301532269,-7.213995176929556,1073.8561800588086,969.56367092758,-5.5212799719801495,1089.2696413907895,957.3010061207572,2.862381976220659,1088.638381002472,973.9667484371531,-7.30144350343711,1077.4873180366526,960.3479783571429,0.7238386108812609,1082.4742733081684,952.9783848476643,6.264812320138754
1.0,1,15,1500,car,1.0,0.0,1091.6690743303707,958.066542613608,-8.588580754566571,1092.6469095050636,948.2891400355646,-11.257243751124633,1084.3159737071412,949.1503688968257,10.223816084028897,1094.2705165793009,964.202536282897,-17.116362760377477,1084.1899704485652,945.0379884449443,-2.593641370577969,1094.3357344605756,956.9777196141257,2.65218552782357
1.0,1,16,1600,car,1.0,0.0,1080.5237227246423,968.3267338165862,-5.740952022851801,1077.5204594334193,973.5809315361543,-4.853923330090923,1074.44405083635,953.7290021062303,6.906101756179079,1091.9559002252035,952.7981340231364,-5.6322547775279,1095.5568708278056,963.7363759534411,-7.318873851703072,1071.1238550770408,971.1796718803208,-3.303478082138697
1.0,1,17,1700,car,1.0,0.0,1080.785782759949,972.8906438315054,-6.9874469625109015,1073.1704685493005,953.1457387624495,5.2370397316876325,1079.266352609666,954.3191473914032,-12.092221314111796,1073.369841548199,969.5351258312585,7.210498037344026,1093.3951744715046,969.3159647539518,-2.71074528615161,1081.3513064907054,950.7719546287694,6.612605850105867
1.0,1,18,1800,car,1.0,0.0,1067.9858368928294,950.3411368947628,-11.972467641020934,1082.9086154876786,974.2917643232045,-15.288568559632164,1073.7739427155668,970.8363560808176,-9.797350170497605,1073.813928760938,957.5692797691133,-15.177616906415192,1071.8198346940599,949.8702600867142,1.6972977108901732,1096.4378467605538,968.0751651369279,2.901943121123936
1.0,1,19,1900,car,1.0,0.0,1075.9500671303863,957.3907794410521,5.6450852337641315,1082.6050919238285,957.1992259965161,-12.41602874397394,1078.8455449734158,966.1053558734137,1.3892842241444217,1071.496961305826,966.7576856911069,-7.619045620518413,1096.8775561308921,954.4444295924462,8.280982457660556,1074.4557181023363,963.4691382926246,-16.331526409966276
1.0,1,20,2000,car,1.0,0.0,1078.6094223618823,948.2369914844228,4.9211082749710915,1080.431110705535,964.4053116541398,-9.008522656072373,1092.6289520199414,965.5200170954039,0.6780547344806238,1085.4930058530294,973.1128371421,10.677250568727972,1095.0769149136852,958.4010895236414,2.949929271768833,1068.3306680174262,967.6697838006835,6.725127081114257
1.0,1,21,2100,car,1.0,0.0,1084.3133162812396,955.9515544123999,1.4017743343404478,1075.639495111271,962.2671609270149,-6.702143053073428,1082.5197918597908,952.8649616240331,-13.995817383600938,1093.3703368530532,955.8289314476659,-7.289644079462617,1085.5712357835587,959.4687790952181,-15.090066185611045,1091.747017092246,958.0785512688451,-15.081343362842363
1.0,1,22,2200,car,1.0,0.0,1073.640514095359,957.6141089846215,-12.087158735972702,1072.5087228544492,950.7606904937163,6.774923734822325,1095.752180093667,970.8113774152538,-12.925467081279146,1075.4226188755347,960.1187358003403,8.729764726015569,1092.2261385574068,963.6780535637906,0.9779671267401633,1068.45703098546,954.295193133415,-5.70424700888104
1.0,1,23,2300,car,1.0,0.0,1066.7129465936514,960.2061165156747,-4.7748265988035214,1081.000474789216,961.8441591373895,-7.070983597851521,1090.927633420696,970.8043743096789,-11.108320535958201,1088.0017422665956,960.4317120308523,-11.447282015717683,1074.840058898468,968.9138983603814,-14.347232529405765,1092.591411810352,957.557530043314,-15.642231950056944
1.0,1,24,2400,car,1.0,0.0,1094.5740193070374,959.3075991350737,11.1614217059358,1082.0338854523823,955.6680923370052,6.794068121572915,1087.9387688165803,952.5664744057699,4.873764152163352,1076.795199200789,966.6284853932002,-6.2933752623798895,1070.4040717280727,963.9546634762942,-8.779811769399085,1076.6365133742102,973.2718267971595,-7.966492986925767
1.0,1,25,2500,car,1.0,0.0,1080.6369352333297,967.3104935725164,-1.3046711312336057,1080.7033060394479,958.9615718478686,-10.486547096608698,1091.2230640587268,954.8190249821841,-2.9637448625982947,1067.232962557753,956.8681097354356,0.055193722143715096,1071.7300352114285,962.3654384893493,-16.09956003793648,1072.5377863414456,952.5599180484672,-8.035832140899123
1.0,1,26,2600,car,1.0,0.0,1082.1876163377053,944.4826256778017,-1.5389468351421773,1074.6697604158715,954.4737793269203,3.286242127220873,1088.554804248645,962.2156455108827,11.223060555415373,1077.0551588779624,946.417961010254,10.916329822167402,1087.4919290237117,968.1854334203357,-2.891490165165689,1073.0178891562355,952.1799364946398,3.1635334125051595
1.0,1,27,2700,car,1.0,0.0,1084.032614216922,950.040657644537,-2.050880616767801,1088.0597694476771,951.4348664657107,-17.169714588587723,1068.3771187752388,964.7709296153658,0.7071639938425149,1088.244927818347,948.4940682506698,-3.209709562295297,1076.2840710237724,966.747714862147,-7.399992808547637,1076.9244005543896,964.4936688440704,-14.413610913791066
1.0,1,28,2800,car,1.0,0.0,1092.2594293570928,967.0504365894533,-6.79067049724282,1065.2549333979996,968.2271578615865,-14.89794266869058,1083.61200588865,966.2435528981024,1.6035224198133577,1092.1222882366662,964.4226320618076,-12.33762249359039,1071.9545236260683,970.6574870583177,-10.397356565518983,1084.1877867781673,944.8775339321726,11.331518817345602
1.0,1,29,2900,car,1.0,0.0,1089.7110988349496,969.5561019272657,-0.5248542873660003,1069.075580136791,972.8577274435174,-5.362217726812933,1065.9027803408687,964.6504427409571,7.559193913540568,1084.6157571639312,946.1069751785329,10.54597513084547,1075.601856306612,949.8801999542461,-14.712714033488066,1076.3659110992348,963.5494871038165,1.5911785590228686
1.0,1,30,3000,car,1.0,0.0,1090.8541204271135,953.4350547087603,7.289982423416559,1084.0672991900012,959.8830638853926,-1.5162415733668078,1080.6135330488596,970.1062713023101,3.733574422865194,1084.0407898392634,945.0876717005399,10.33344951939293,1077.383924785719,960.144628435793,0.5642485578577463,1088.1003945577643,972.8440668881682,-1.6879231151631253
1.0,1,31,3100,car,1.0,0.0,1089.1735898745837,964.4277686656765,-15.796650923844023,1063.6306504540353,962.4445838520987,3.698738671465224,1089.3796477542237,968.7843522961961,-13.382176017206861,1069.935721159009,956.6537987631602,6.892570676241283,1083.7738836151432,964.2972154208949,5.555559146722677,1065.4435529958446,962.3491485920875,-17.03636484697498
1.0,1,32,3200,car,1.0,0.0,1072.4980182248275,969.7216071547912,3.437509353227505,1084.6796784262908,955.7311271545182,-5.849840815573041,1078.9573736579812,967.3923480882947,1.9975663907089687,1092.549180111704,960.6637487086903,-16.636830047375113,1091.9649578549347,957.0581542049168,5.090929708579317,1073.0411838222042,949.6855699127847,-5.6781766040836334
1.0,1,33,3300,car,1.0,0.0,1074.5666912925155,965.3822382440694,-3.585651443707884,1067.7985152126103,953.9500486115679,-1.9487441796014169,1081.0221473394827,966.288056092207,-15.461783210197286,1089.6400081841969,946.338878229021,4.9376515414149,1087.81796139896,956.272228617591,2.883435624415415,1086.2247829287942,956.562113021744,-7.527667424506757
1.0,1,34,3400,car,1.0,0.0,1087.9980706150277,965.8055363272025,-11.246816592531676,1090.96060598153,967.9036567083341,-7.337449640646039,1070.793354267759,964.1862293872065,-4.456879924689895,1077.989147738533,965.8104031836599,-12.880303156759938,1067.328859321437,956.082046391935,-6.917706955194637,1082.8416032782598,952.481860963916,7.767355375475191
1.0,1,35,3500,car,1.0,0.0,1089.190657670732,972.9950609124018,-1.8160247856881506,1083.394706065832,967.0007749056631,4.365292510822878,1091.963323604896,951.8160836869916,-2.1420709122538986,1089.9244273720974,964.6590053039388,-1.73706025792172,1069.9329997676011,949.186277848848,1.7918696759068018,1089.294899832249,948.483487768486,6.964921441125784
1.0,1,36,3600,car,1.0,0.0,1081.9926701636914,946.8532376379223,-11.324502970785256,1069.2217789917286,965.75124144978,0.2607890723638082,1074.9281788188757,947.0246538827054,-8.521671864981853,1068.2480763945534,960.7940048172226,-5.990762810624435,1067.0184932668417,973.3149912845976,2.958379695280682,1080.2318972652051,964.6237884656538,-17.126333081525694
1.0,1,37,3700,car,1.0,0.0,1062.2428242098242,959.8165034840806,4.7242366718248086,1085.8970468439627,954.1911159650749,10.430821547718256,1063.4492137807333,957.736029911944,-0.5411042150172807,1071.2733202493005,953.8812022137649,-8.684808921850147,1075.4051511259474,961.8128415083851,-14.152988357407,1086.544728162309,955.8659890095626,-8.655740355542365
1.0,1,38,3800,car,1.0,0.0,1076.5955448797697,947.0106348630735,-15.773872703516059,1087.7770620671256,970.9488713866823,-0.5679552597516393,1067.989238195485,967.7002259990339,0.45721751292425505,1062.7732741069624,963.134795596179,10.222603017570567,1091.2876742818532,957.34361544726,-14.090252017199521,1079.5018798600945,974.0341614618096,5.783218532673806
1.0,1,39,3900,car,1.0,0.0,1088.7141634843322,964.8956061656382,10.142296589411764,1086.4634387395488,966.8481920251992,1.6491619385030587,1071.2583280801543,970.7340295389893,6.684759244937825,1072.4729583972357,964.3215487242999,-13.786550630479905,1078.062945203851,972.7544934450895,-13.277082487014631,1088.9313878256553,951.508559850996,11.275310448962351
